Saldo;Ahorro general;Sexo;Saldo_por_vencer;Saldo_pendiente;Provision;Dias_Mora;edad_cliente;estado_civil;Mora;Antiguedad_meses;Ingresos;Descuentos;Calificacion;Puntaje
1272.0;3.0;Masculino;1425.5;0.0;14.26;0.0;35.0;SOLTERO;0.0;4.696.666.666.666.660;990.51;728.42;A1;23.796.310.456.333.300
3824.0;7.0;Femenino;38.85;0.0;0.39;0.0;32.0;SOLTERO;0.0;4.713.333.333.333.330;882.33;666.88;A1;4.278.560.540.666.660
600.0;13.0;Femenino;38.85;0.0;0.39;0.0;32.0;SOLTERO;0.0;4.713.333.333.333.330;882.33;666.88;A1;36.829.587.806.666.600
14218.0;3.0;Femenino;38.85;0.0;0.39;0.0;32.0;SOLTERO;0.0;4.713.333.333.333.330;882.33;666.88;A1;6.198.748.100.666.660
14218.0;3.0;Femenino;300.0;0.0;3.0;0.0;32.0;SOLTERO;0.0;4.713.333.333.333.330;882.33;666.88;A1;5.925.741.710.966.660
54572.0;0.0;Femenino;38.85;0.0;0.39;0.0;32.0;SOLTERO;0.0;4.713.333.333.333.330;882.33;666.88;A1;13.653.746.060.666.600
54572.0;0.0;Femenino;300.0;0.0;3.0;0.0;32.0;SOLTERO;0.0;4.713.333.333.333.330;882.33;666.88;A1;13.380.739.670.966.600
54572.0;0.0;Femenino;944.98;0.0;9.45;0.0;32.0;SOLTERO;0.0;4.713.333.333.333.330;882.33;666.88;A1;12.706.480.526.066.600
6474.0;0.0;Femenino;38.85;0.0;0.39;0.0;32.0;SOLTERO;0.0;4.713.333.333.333.330;882.33;666.88;A1;47.681.215.406.666.600
6474.0;0.0;Femenino;944.98;0.0;9.45;0.0;32.0;SOLTERO;0.0;4.713.333.333.333.330;882.33;666.88;A1;3.820.856.006.066.660
4039.0;0.0;Masculino;2673.83;0.0;26.74;0.0;48.0;CASADO;0.0;6.853.333.333.333.330;1655.83;1184.79;A1;16.862.389.596.666.600
4195.0;7.0;Femenino;36.64;0.0;0.37;0.0;27.0;SOLTERO;0.0;51.333.333.333.333.300;951.99;617.55;A1;4.412.941.791.366.660
4195.0;7.0;Femenino;699.56;0.0;7.0;0.0;27.0;SOLTERO;0.0;51.333.333.333.333.300;951.99;617.55;A1;37.199.287.686.666.600
4195.0;7.0;Femenino;843.91;0.0;8.44;0.0;27.0;SOLTERO;0.0;51.333.333.333.333.300;951.99;617.55;A1;3.569.022.859.866.660
50861.0;0.0;Femenino;36.64;0.0;0.37;0.0;27.0;SOLTERO;0.0;51.333.333.333.333.300;951.99;617.55;A1;13.034.018.631.366.600
50861.0;0.0;Femenino;699.56;0.0;7.0;0.0;27.0;SOLTERO;0.0;51.333.333.333.333.300;951.99;617.55;A1;1.234.100.560.866.660
50861.0;0.0;Femenino;843.91;0.0;8.44;0.0;27.0;SOLTERO;0.0;51.333.333.333.333.300;951.99;617.55;A1;12.190.099.699.866.600
23502.0;0.0;Femenino;36.64;0.0;0.37;0.0;27.0;SOLTERO;0.0;51.333.333.333.333.300;951.99;617.55;A1;7.979.716.971.366.660
23502.0;0.0;Femenino;699.56;0.0;7.0;0.0;27.0;SOLTERO;0.0;51.333.333.333.333.300;951.99;617.55;A1;7.286.703.948.666.660
23502.0;0.0;Femenino;843.91;0.0;8.44;0.0;27.0;SOLTERO;0.0;51.333.333.333.333.300;951.99;617.55;A1;7.135.798.039.866.660
14548.0;3.0;Femenino;36.64;0.0;0.37;0.0;27.0;SOLTERO;0.0;51.333.333.333.333.300;951.99;617.55;A1;6.325.555.011.366.660
14548.0;3.0;Femenino;699.56;0.0;7.0;0.0;27.0;SOLTERO;0.0;51.333.333.333.333.300;951.99;617.55;A1;5.632.541.988.666.660
14548.0;3.0;Femenino;843.91;0.0;8.44;0.0;27.0;SOLTERO;0.0;51.333.333.333.333.300;951.99;617.55;A1;5.481.636.079.866.660
0.0;0.0;Masculino;1782.58;0.0;17.83;0.0;54.0;UNION LIBRE;0.0;2.613.333.333.333.330;1011.36;710.7;A1;18.972.146.373.666.600
190317.0;0.0;Masculino;106.64;0.0;1.07;0.0;41.0;CASADO;0.0;115.8;3209.43;2573.78;A1;388.197.263.612
190317.0;0.0;Masculino;177.23;0.0;1.77;0.0;41.0;CASADO;0.0;115.8;3209.43;2573.78;A1;38.745.926.755
190317.0;0.0;Masculino;300.9;0.0;3.01;0.0;41.0;CASADO;0.0;115.8;3209.43;2573.78;A1;386.166.455.346
4032.0;0.0;Masculino;106.64;0.0;1.07;0.0;41.0;CASADO;0.0;115.8;3209.43;2573.78;A1;44.054.354.612
4032.0;0.0;Masculino;300.9;0.0;3.01;0.0;41.0;CASADO;0.0;115.8;3209.43;2573.78;A1;42.023.546.346
50546.0;0.0;Femenino;276.74;0.0;2.77;0.0;36.0;SOLTERO;0.0;12.373.333.333.333.300;888.26;719.82;A1;12.671.071.868.566.600
50546.0;0.0;Femenino;410.22;0.0;4.1;0.0;36.0;SOLTERO;0.0;12.373.333.333.333.300;888.26;719.82;A1;12.531.528.282.066.600
2351.0;0.0;Femenino;276.74;0.0;2.77;0.0;36.0;SOLTERO;0.0;12.373.333.333.333.300;888.26;719.82;A1;3.767.527.568.566.660
2351.0;0.0;Femenino;410.22;0.0;4.1;0.0;36.0;SOLTERO;0.0;12.373.333.333.333.300;888.26;719.82;A1;36.279.839.820.666.600
51321.0;0.0;Femenino;333.28;0.0;3.33;0.0;32.0;CASADO;0.0;16.496.666.666.666.600;678.06;599.91;A1;12.731.709.659.933.300
23502.0;0.0;Femenino;333.28;0.0;3.33;0.0;32.0;CASADO;0.0;16.496.666.666.666.600;678.06;599.91;A1;7.592.427.599.933.330
0.0;0.0;Masculino;463.76;0.0;9.28;2.0;33.0;CASADO;0.0;6.623.333.333.333.330;899.2;704.43;A2;3.121.792.705.966.660
0.0;0.0;Masculino;51.63;0.0;0.52;0.0;33.0;CASADO;0.0;6.623.333.333.333.330;899.2;704.43;A1;3.555.418.809.566.660
0.0;0.0;Masculino;463.76;0.0;9.28;2.0;33.0;CASADO;0.0;6.623.333.333.333.330;899.2;704.43;A2;3.121.792.705.966.660
64067.0;0.0;Masculino;139.36;0.0;1.39;0.0;44.0;SOLTERO;0.0;6.696.666.666.666.660;1011.08;950.47;A1;15.223.243.121.133.300
64067.0;0.0;Masculino;969.83;0.0;9.7;0.0;44.0;SOLTERO;0.0;6.696.666.666.666.660;1011.08;950.47;A1;14.355.077.956.833.300
64067.0;0.0;Masculino;1594.83;0.0;15.95;0.0;44.0;SOLTERO;0.0;6.696.666.666.666.660;1011.08;950.47;A1;13.701.705.644.333.300
392.0;0.0;Masculino;139.36;0.0;1.39;0.0;44.0;SOLTERO;0.0;6.696.666.666.666.660;1011.08;950.47;A1;34.599.236.211.333.300
392.0;0.0;Masculino;969.83;0.0;9.7;0.0;44.0;SOLTERO;0.0;6.696.666.666.666.660;1011.08;950.47;A1;2.591.758.456.833.330
392.0;0.0;Masculino;1594.83;0.0;15.95;0.0;44.0;SOLTERO;0.0;6.696.666.666.666.660;1011.08;950.47;A1;1.938.386.144.333.330
704.0;7.0;Femenino;1976.98;0.0;19.77;0.0;38.0;SOLTERO;0.0;11.713.333.333.333.300;1156.84;827.88;A1;17.609.633.713.666.600
600.0;13.0;Femenino;1976.98;0.0;19.77;0.0;38.0;SOLTERO;0.0;11.713.333.333.333.300;1156.84;827.88;A1;17.417.504.113.666.600
14552.0;3.0;Femenino;1976.98;0.0;19.77;0.0;38.0;SOLTERO;0.0;11.713.333.333.333.300;1156.84;827.88;A1;4.319.242.891.366.660
69708.0;0.0;Femenino;1976.98;0.0;19.77;0.0;38.0;SOLTERO;0.0;11.713.333.333.333.300;1156.84;827.88;A1;14.508.762.331.366.600
23502.0;0.0;Femenino;1976.98;0.0;19.77;0.0;38.0;SOLTERO;0.0;11.713.333.333.333.300;1156.84;827.88;A1;5.972.665.891.366.660
0.0;0.0;Masculino;4714.29;0.0;47.14;0.0;27.0;SOLTERO;0.0;62.766.666.666.666.600;868.55;575.31;A1;-12.659.872.062.666.600
0.0;0.0;Masculino;849.04;0.0;8.49;0.0;27.0;SOLTERO;0.0;62.766.666.666.666.600;868.55;575.31;A1;27.747.306.942.333.300
0.0;0.0;Masculino;4714.29;0.0;47.14;0.0;27.0;SOLTERO;0.0;62.766.666.666.666.600;868.55;575.31;A1;-12.659.872.062.666.600
0.0;0.0;Masculino;4528.12;0.0;45.28;0.0;27.0;UNION LIBRE;0.0;60.0;518.09;396.2;A1;-11.521.420.369
0.0;0.0;Masculino;4691.33;0.0;46.91;0.0;27.0;UNION LIBRE;0.0;60.0;518.09;396.2;A1;-13.227.628.928.000.000
0.0;0.0;Masculino;1350.03;0.0;13.5;0.0;27.0;UNION LIBRE;0.0;60.0;518.09;396.2;A1;21.702.203.648.999.900
0.0;0.0;Masculino;4528.12;0.0;45.28;0.0;27.0;UNION LIBRE;0.0;60.0;518.09;396.2;A1;-11.521.420.369
0.0;0.0;Masculino;4691.33;0.0;46.91;0.0;27.0;UNION LIBRE;0.0;60.0;518.09;396.2;A1;-13.227.628.928.000.000
48583.0;13.0;Femenino;135.8;0.0;1.36;0.0;36.0;SOLTERO;0.0;46.733.333.333.333.300;620.32;570.32;A1;1.236.691.616.866.660
40213.0;0.0;Femenino;135.8;0.0;1.36;0.0;36.0;SOLTERO;0.0;46.733.333.333.333.300;620.32;570.32;A1;10.820.642.368.666.600
31774.0;0.0;Femenino;1064.4;0.0;10.64;0.0;39.0;SOLTERO;0.0;14.566.666.666.666.600;653.11;600.33;A1;8.337.143.063.933.330
14519.0;0.0;Femenino;1064.4;0.0;10.64;0.0;39.0;SOLTERO;0.0;14.566.666.666.666.600;653.11;600.33;A1;5.149.454.363.933.330
145254.0;0.0;Masculino;500.08;0.0;5.0;0.0;40.0;CASADO;0.0;161.7;2334.39;1745.59;A1;30.119.722.002.999.900
23665.0;0.0;Masculino;500.08;0.0;5.0;0.0;40.0;CASADO;0.0;161.7;2334.39;1745.59;A1;7.657.370.142.999.990
48214.0;0.0;Femenino;190.78;0.0;1.91;0.0;42.0;SOLTERO;0.0;7.466.666.666.666.660;696.76;603.26;A1;12.277.137.886.833.300
23552.0;0.0;Femenino;190.78;0.0;1.91;0.0;42.0;SOLTERO;0.0;7.466.666.666.666.660;696.76;603.26;A1;7.721.080.006.833.330
87.0;7.0;Femenino;116.12;0.0;1.16;0.0;29.0;CASADO;0.0;46.2;619.71;544.72;A1;34.394.468.497
600.0;13.0;Femenino;116.12;0.0;1.16;0.0;29.0;CASADO;0.0;46.2;619.71;544.72;A1;35.342.184.697.000.000
600.0;13.0;Femenino;438.8;0.0;4.39;0.0;29.0;CASADO;0.0;46.2;619.71;544.72;A1;31.968.929.642
14225.0;3.0;Femenino;116.12;0.0;1.16;0.0;29.0;CASADO;0.0;46.2;619.71;544.72;A1;6.051.300.969.700.000
14225.0;3.0;Femenino;438.8;0.0;4.39;0.0;29.0;CASADO;0.0;46.2;619.71;544.72;A1;57.139.754.642
61583.0;0.0;Masculino;1833.34;0.0;18.33;0.0;33.0;SOLTERO;0.0;143.6;1078.39;659.84;A1;132.221.772.456
8467.0;0.0;Masculino;1833.34;0.0;18.33;0.0;33.0;SOLTERO;0.0;143.6;1078.39;659.84;A1;34.095.274.056.000.000
41499.0;0.0;Masculino;137.63;0.0;1.38;0.0;37.0;SOLTERO;0.0;6.696.666.666.666.660;689.7;546.62;A1;11.114.931.416.133.300
41499.0;0.0;Masculino;253.18;0.0;2.53;0.0;37.0;SOLTERO;0.0;6.696.666.666.666.660;689.7;546.62;A1;10.994.131.166.633.300
3921.0;0.0;Masculino;137.63;0.0;1.38;0.0;37.0;SOLTERO;0.0;6.696.666.666.666.660;689.7;546.62;A1;4.172.771.696.133.330
3921.0;0.0;Masculino;253.18;0.0;2.53;0.0;37.0;SOLTERO;0.0;6.696.666.666.666.660;689.7;546.62;A1;40.519.714.466.333.300
18335.0;0.0;Masculino;137.63;0.0;1.38;0.0;37.0;SOLTERO;0.0;6.696.666.666.666.660;689.7;546.62;A1;6.835.614.056.133.330
18335.0;0.0;Masculino;253.18;0.0;2.53;0.0;37.0;SOLTERO;0.0;6.696.666.666.666.660;689.7;546.62;A1;6.714.813.806.633.330
57529.0;0.0;Femenino;4000.0;0.0;40.0;0.0;33.0;SOLTERO;0.0;15.373.333.333.333.300;905.78;728.11;A1;10.085.692.057.166.600
23544.0;0.0;Femenino;4000.0;0.0;40.0;0.0;33.0;SOLTERO;0.0;15.373.333.333.333.300;905.78;728.11;A1;38.073.031.571.666.600
2129.0;7.0;Masculino;75.0;0.0;0.75;0.0;29.0;SOLTERO;0.0;76.7;893.21;570.22;A1;3.999.898.938
2129.0;7.0;Masculino;2771.18;0.0;27.71;0.0;29.0;SOLTERO;0.0;76.7;893.21;570.22;A1;11.813.223.964.000.000
600.0;13.0;Masculino;2771.18;0.0;27.71;0.0;29.0;SOLTERO;0.0;76.7;893.21;570.22;A1;8.988.549.364
14185.0;3.0;Masculino;75.0;0.0;0.75;0.0;29.0;SOLTERO;0.0;76.7;893.21;570.22;A1;6.227.124.378.000.000
0.0;0.0;Masculino;253.18;0.0;2.53;0.0;37.0;SOLTERO;0.0;6.696.666.666.666.660;689.7;546.62;A1;33.276.059.066.333.300
40578.0;0.0;Masculino;229.31;0.0;2.29;0.0;33.0;SOLTERO;0.0;6.846.666.666.666.660;636.8;504.26;A1;10.844.678.506.633.300
40578.0;0.0;Masculino;276.74;0.0;2.77;0.0;33.0;SOLTERO;0.0;6.846.666.666.666.660;636.8;504.26;A1;10.795.100.338.633.300
3978.0;0.0;Masculino;229.31;0.0;2.29;0.0;33.0;SOLTERO;0.0;6.846.666.666.666.660;636.8;504.26;A1;4.083.194.506.633.330
3978.0;0.0;Masculino;276.74;0.0;2.77;0.0;33.0;SOLTERO;0.0;6.846.666.666.666.660;636.8;504.26;A1;40.336.163.386.333.300
14223.0;3.0;Masculino;538.19;0.0;5.38;0.0;33.0;SOLTERO;0.0;55.6;747.12;516.64;A1;56.968.592.782
14223.0;3.0;Masculino;600.0;0.0;6.0;0.0;33.0;SOLTERO;0.0;55.6;747.12;516.64;A1;5.632.245.019.999.990
47939.0;0.0;Masculino;538.19;0.0;5.38;0.0;33.0;SOLTERO;0.0;55.6;747.12;516.64;A1;119.255.531.182
47939.0;0.0;Masculino;600.0;0.0;6.0;0.0;33.0;SOLTERO;0.0;55.6;747.12;516.64;A1;11.860.938.859.999.900
23582.0;0.0;Masculino;538.19;0.0;5.38;0.0;33.0;SOLTERO;0.0;55.6;747.12;516.64;A1;7.425.840.938.199.990
23582.0;0.0;Masculino;600.0;0.0;6.0;0.0;33.0;SOLTERO;0.0;55.6;747.12;516.64;A1;736.122.668
0.0;0.0;Femenino;1556.57;0.0;15.57;0.0;25.0;SOLTERO;0.0;50.3;681.95;523.16;A1;19.619.823.094.000.000
0.0;0.0;Femenino;2892.68;0.0;28.93;0.0;25.0;SOLTERO;0.0;50.3;681.95;523.16;A1;5.652.177.054.000.000
0.0;0.0;Femenino;1556.57;0.0;15.57;0.0;25.0;SOLTERO;0.0;50.3;681.95;523.16;A1;19.619.823.094.000.000
0.0;0.0;Femenino;2892.68;0.0;28.93;0.0;25.0;SOLTERO;0.0;50.3;681.95;523.16;A1;5.652.177.054.000.000
497.0;50.0;Femenino;10380.19;0.0;103.8;0.0;41.0;CASADO;0.0;22.076.666.666.666.600;1446.19;1396.19;A1;-7.184.284.664.466.660
600.0;10.0;Femenino;10380.19;0.0;103.8;0.0;41.0;CASADO;0.0;22.076.666.666.666.600;1446.19;1396.19;A1;-7.165.256.444.466.660
35415.0;0.0;Masculino;11.65;0.0;0.12;0.0;38.0;SOLTERO;0.0;10.043.333.333.333.300;1250.58;1200.58;A1;10.059.041.604.066.600
35415.0;0.0;Masculino;86.02;0.0;0.86;0.0;38.0;SOLTERO;0.0;10.043.333.333.333.300;1250.58;1200.58;A1;9.981.292.312.666.660
69419.0;0.0;Femenino;2217.25;0.0;22.17;0.0;33.0;CASADO;0.0;60.666.666.666.666.600;1136.32;1003.04;A1;14.067.442.950.433.300
3955.0;0.0;Femenino;2217.25;0.0;22.17;0.0;33.0;CASADO;0.0;60.666.666.666.666.600;1136.32;1003.04;A1;1.973.623.590.433.330
0.0;0.0;Masculino;1425.5;0.0;14.26;0.0;35.0;SOLTERO;0.0;4.696.666.666.666.660;990.51;728.42;A1;21.446.417.656.333.300
0.0;0.0;Masculino;63.72;0.0;0.64;0.0;35.0;SOLTERO;0.0;4.696.666.666.666.660;990.51;728.42;A1;3.568.238.811.433.330
0.0;0.0;Masculino;1425.5;0.0;14.26;0.0;35.0;SOLTERO;0.0;4.696.666.666.666.660;990.51;728.42;A1;21.446.417.656.333.300
62.0;0.0;Masculino;300.0;0.0;3.0;0.0;30.0;SOLTERO;0.0;58.4;770.88;610.3;A1;3.289.422.058.600.000
62.0;0.0;Masculino;1670.38;0.0;16.7;0.0;30.0;SOLTERO;0.0;58.4;770.88;610.3;A1;18.568.293.991.999.900
44.0;0.0;Masculino;350.0;0.0;3.5;0.0;25.0;SOLTERO;0.0;58.4;843.6;559.45;A1;32.978.702.315
44.0;0.0;Masculino;1916.67;0.0;19.17;0.0;25.0;SOLTERO;0.0;58.4;843.6;559.45;A1;1.660.083.016
7.0;7.0;Femenino;1102.17;0.0;11.02;0.0;33.0;SOLTERO;0.0;46.233.333.333.333.300;578.81;528.81;A1;23.833.410.182.666.600
600.0;13.0;Femenino;14.17;0.0;0.14;0.0;33.0;SOLTERO;0.0;46.233.333.333.333.300;578.81;528.81;A1;36.302.823.598.666.600
600.0;13.0;Femenino;1102.17;0.0;11.02;0.0;33.0;SOLTERO;0.0;46.233.333.333.333.300;578.81;528.81;A1;24.928.918.382.666.600
5322.0;0.0;Femenino;1102.17;0.0;11.02;0.0;33.0;SOLTERO;0.0;46.233.333.333.333.300;578.81;528.81;A1;3.365.234.118.266.660
3917.0;0.0;Femenino;14.17;0.0;0.14;0.0;33.0;SOLTERO;0.0;46.233.333.333.333.300;578.81;528.81;A1;42.430.649.398.666.600
3917.0;0.0;Femenino;1102.17;0.0;11.02;0.0;33.0;SOLTERO;0.0;46.233.333.333.333.300;578.81;528.81;A1;3.105.674.418.266.660
2336.0;7.0;Masculino;8554.29;0.0;85.54;0.0;42.0;UNION LIBRE;0.0;231.9;1161.78;829.2;A1;-47.577.324.434
600.0;10.0;Masculino;8554.29;0.0;85.54;0.0;42.0;UNION LIBRE;0.0;231.9;1161.78;829.2;A1;-50.784.410.834
18.0;0.0;Masculino;8554.29;0.0;85.54;0.0;42.0;UNION LIBRE;0.0;231.9;1161.78;829.2;A1;-51.859.597.634
745.0;7.0;Femenino;341.63;0.0;3.42;0.0;40.0;CASADO;0.0;46.233.333.333.333.300;816.07;484.57;A1;34.643.684.280.666.600
745.0;7.0;Femenino;479.17;0.0;4.79;0.0;40.0;CASADO;0.0;46.233.333.333.333.300;816.07;484.57;A1;33.205.800.139.666.600
4661.0;3.0;Femenino;341.63;0.0;3.42;0.0;40.0;CASADO;0.0;46.233.333.333.333.300;816.07;484.57;A1;4.187.810.268.066.660
5332.0;0.0;Femenino;341.63;0.0;3.42;0.0;40.0;CASADO;0.0;46.233.333.333.333.300;816.07;484.57;A1;43.117.708.080.666.600
3955.0;0.0;Femenino;479.17;0.0;4.79;0.0;40.0;CASADO;0.0;46.233.333.333.333.300;816.07;484.57;A1;3.913.595.413.966.660
0.0;0.0;Femenino;2085.44;0.0;41.71;2.0;43.0;CASADO;0.04;204.2;801.58;751.58;A2;14.306.352.128.999.900
0.0;0.0;Femenino;1435.37;0.0;14.35;0.0;43.0;CASADO;0.0;204.2;801.58;751.58;A1;20.989.643.597.000.000
0.0;0.0;Femenino;2085.44;0.0;41.71;2.0;43.0;CASADO;0.04;204.2;801.58;751.58;A2;14.306.352.128.999.900
2794.0;7.0;Femenino;61.3;0.0;0.61;0.0;28.0;CASADO;0.0;46.233.333.333.333.300;618.21;456.48;A1;4.045.317.511.866.660
13604.0;3.0;Femenino;61.3;0.0;0.61;0.0;28.0;CASADO;0.0;46.233.333.333.333.300;618.21;456.48;A1;6.042.356.911.866.660
38823.0;0.0;Femenino;61.3;0.0;0.61;0.0;28.0;CASADO;0.0;46.233.333.333.333.300;618.21;456.48;A1;10.701.314.971.866.600
23938.0;0.0;Femenino;61.3;0.0;0.61;0.0;28.0;CASADO;0.0;46.233.333.333.333.300;618.21;456.48;A1;7.951.460.071.866.660
13603.0;3.0;Femenino;50.6;0.0;0.51;0.0;26.0;SOLTERO;0.0;46.233.333.333.333.300;626.65;431.39;A1;6.071.033.621.566.660
13603.0;3.0;Femenino;72.64;0.0;0.73;0.0;26.0;SOLTERO;0.0;46.233.333.333.333.300;626.65;431.39;A1;6.047.992.752.966.660
36048.0;0.0;Femenino;50.6;0.0;0.51;0.0;26.0;SOLTERO;0.0;46.233.333.333.333.300;626.65;431.39;A1;10.217.522.921.566.600
36048.0;0.0;Femenino;72.64;0.0;0.73;0.0;26.0;SOLTERO;0.0;46.233.333.333.333.300;626.65;431.39;A1;10.194.482.052.966.600
4107.0;0.0;Femenino;50.6;0.0;0.51;0.0;26.0;SOLTERO;0.0;46.233.333.333.333.300;626.65;431.39;A1;43.167.425.815.666.600
4107.0;0.0;Femenino;72.64;0.0;0.73;0.0;26.0;SOLTERO;0.0;46.233.333.333.333.300;626.65;431.39;A1;4.293.701.712.966.660
0.0;0.0;Masculino;2447.33;0.0;24.47;0.0;43.0;CASADO;0.0;231.9;1453.44;1373.77;A1;10.390.687.048.000.000
177225.0;0.0;Femenino;5749.09;0.0;57.49;0.0;39.0;CASADO;0.0;7.303.333.333.333.330;848.73;798.73;A1;3.026.631.911.796.660
0.0;0.0;Masculino;96.92;0.0;0.97;0.0;30.0;SOLTERO;0.0;12.513.333.333.333.300;1139.2;938.88;A1;3.525.357.679.366.660
0.0;0.0;Masculino;1501.68;0.0;15.02;0.0;30.0;SOLTERO;0.0;12.513.333.333.333.300;1139.2;938.88;A1;20.568.297.000.666.600
0.0;0.0;Femenino;1837.45;0.0;18.37;0.0;34.0;CASADO;0.0;10.696.666.666.666.600;1423.61;1282.18;A1;1.652.305.328.333.330
0.0;0.0;Femenino;6308.86;0.0;63.09;0.0;34.0;CASADO;0.0;10.696.666.666.666.600;1423.61;1282.18;A1;-3.022.082.334.866.660
0.0;0.0;Femenino;1166.74;0.0;11.67;0.0;35.0;SOLTERO;0.0;7.636.666.666.666.660;892.92;688.54;A1;2.400.793.220.233.330
0.0;0.0;Femenino;1600.0;0.0;16.0;0.0;30.0;CASADO;0.0;6.626.666.666.666.660;711.91;519.11;A1;19.434.923.809.333.300
0.0;0.0;Femenino;1259.27;0.0;12.59;0.0;37.0;SOLTERO;0.0;6.796.666.666.666.660;601.3;551.3;A1;22.282.059.964.333.300
0.0;0.0;Femenino;952.29;0.0;9.52;0.0;28.0;DIVORCIADO;0.0;70.2;587.55;537.55;A1;25.472.943.704
0.0;0.0;Femenino;5000.0;0.0;50.0;0.0;35.0;CASADO;0.0;13.553.333.333.333.300;940.72;425.39;A1;-1.406.942.067.833.330
0.0;0.0;Femenino;262.5;0.0;2.63;0.0;31.0;SOLTERO;0.0;6.653.333.333.333.330;609.76;462.16;A1;3.321.715.555.166.660
0.0;0.0;Femenino;692.13;0.0;6.92;0.0;51.0;SOLTERO;0.0;21.366.666.666.666.600;796.81;713.68;A1;29.022.393.064.333.300
0.0;0.0;Masculino;300.9;0.0;3.01;0.0;43.0;DIVORCIADO;0.0;7.583.333.333.333.330;855.21;726.12;A1;3.268.285.893.466.660
0.0;0.0;Masculino;3407.07;0.0;34.07;0.0;43.0;DIVORCIADO;0.0;7.583.333.333.333.330;855.21;726.12;A1;2.110.765.566.666.630
7102.0;20.0;Masculino;26.79;0.0;0.27;0.0;45.0;CASADO;0.0;84.7;1148.81;949.78;A1;48.969.104.968
0.0;0.0;Masculino;205.13;0.0;2.05;0.0;54.0;CASADO;0.0;35.826.666.666.666.600;1092.4;882.95;A1;3.535.300.113.933.330
0.0;0.0;Masculino;641.72;0.0;6.42;0.0;54.0;CASADO;0.0;35.826.666.666.666.600;1092.4;882.95;A1;30.788.943.658.333.300
0.0;0.0;Masculino;2661.93;0.0;26.62;0.0;52.0;UNION LIBRE;0.0;17.393.333.333.333.300;1783.5;1467.92;A1;9.085.957.746.666.660
0.0;0.0;Masculino;177.23;0.0;1.77;0.0;48.0;CASADO;0.0;16.056.666.666.666.600;807.2;588.9;A1;3.490.632.810.033.330
0.0;0.0;Masculino;443.36;0.0;4.43;0.0;47.0;UNION LIBRE;0.0;2.613.333.333.333.330;1223.73;819.09;A1;3.342.762.371.966.660
0.0;0.0;Masculino;896.72;0.0;8.97;0.0;47.0;UNION LIBRE;0.0;2.613.333.333.333.330;1223.73;819.09;A1;28.688.273.353.666.600
3002.0;7.0;Femenino;2312.57;0.0;23.13;0.0;47.0;CASADO;0.0;231.9;2574.01;2193.45;A1;18.514.619.025
3002.0;7.0;Femenino;3854.13;0.0;38.54;0.0;47.0;CASADO;0.0;231.9;2574.01;2193.45;A1;2.399.168.440.000.000
600.0;10.0;Femenino;2312.57;0.0;23.13;0.0;47.0;CASADO;0.0;231.9;2574.01;2193.45;A1;14.077.164.224.999.900
600.0;10.0;Femenino;3854.13;0.0;38.54;0.0;47.0;CASADO;0.0;231.9;2574.01;2193.45;A1;-2.038.286.359.999.990
0.0;0.0;Femenino;2312.57;0.0;23.13;0.0;47.0;CASADO;0.0;231.9;2574.01;2193.45;A1;12.968.724.225
0.0;0.0;Femenino;3854.13;0.0;38.54;0.0;47.0;CASADO;0.0;231.9;2574.01;2193.45;A1;-3.146.726.359.999.990
0.0;0.0;Masculino;1117.69;0.0;11.18;0.0;46.0;CASADO;0.0;81.7;2615.28;2460.77;A1;23.480.037.061.000.000
0.0;0.0;Masculino;12016.17;0.0;120.16;0.0;46.0;CASADO;0.0;81.7;2615.28;2460.77;A1;-9.045.224.590.900.000
287.0;0.0;Masculino;253.18;0.0;2.53;0.0;41.0;CASADO;0.0;18.756.666.666.666.600;1007.19;765.73;A1;34.772.593.108.333.300
287.0;0.0;Masculino;5000.0;0.0;50.0;0.0;41.0;CASADO;0.0;18.756.666.666.666.600;1007.19;765.73;A1;-14.850.443.426.666.600
259433.0;0.0;Masculino;101.15;0.0;1.01;0.0;47.0;CASADO;0.0;26.843.333.333.333.300;3480.74;2750.82;A1;5.170.588.129.556.660
259433.0;0.0;Masculino;886.92;0.0;8.87;0.0;47.0;CASADO;0.0;26.843.333.333.333.300;3480.74;2750.82;A1;50.884.442.713.766.600
259433.0;0.0;Masculino;7984.86;0.0;79.85;0.0;47.0;CASADO;0.0;26.843.333.333.333.300;3480.74;2750.82;A1;43.464.287.279.966.600
259433.0;0.0;Masculino;18198.64;0.0;181.99;0.0;47.0;CASADO;0.0;26.843.333.333.333.300;3480.74;2750.82;A1;32.786.847.497.766.600
101969.0;0.0;Masculino;139.36;0.0;1.39;0.0;44.0;SOLTERO;0.0;6.696.666.666.666.660;1011.08;950.47;A1;22.225.258.601.133.300
101969.0;0.0;Masculino;969.83;0.0;9.7;0.0;44.0;SOLTERO;0.0;6.696.666.666.666.660;1011.08;950.47;A1;21.357.093.436.833.300
101969.0;0.0;Masculino;1594.83;0.0;15.95;0.0;44.0;SOLTERO;0.0;6.696.666.666.666.660;1011.08;950.47;A1;20.703.721.124.333.300
384252.0;30.0;Masculino;2655.73;0.0;26.56;0.0;41.0;CASADO;0.0;16.263.333.333.333.300;1763.99;1648.82;A1;7.178.059.873.516.660
384252.0;30.0;Masculino;9461.35;0.0;94.61;0.0;41.0;CASADO;0.0;16.263.333.333.333.300;1763.99;1648.82;A1;6.466.602.746.706.660
